,gammaE,gammaN,gammaBW,repRate,laserWavelength,laserN,laserPulseEnergy,laserAvgPower,laserHarmonicEff,accElectronE,accAvgCurrent,accLength,accAvgPower,accPeakPower,accElectronN,accGrad,accShuntZ
113,20.0,10000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,26.040346574140084,4.005221713708804,479.51910377719736,816.1540884312727,162548979863546.1,150.0,160.0
114,20.0,10000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,26.040346574140084,6.007832570563205,225.81386674516355,384.34112242204236,162548979863546.1,100.0,352.0
115,20.0,10000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,26.040346574140084,4.005221713708804,280.9671791434318,478.21350633709244,162548979863546.1,150.0,352.0
116,20.0,10000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,13.020173287070042,6.007832570563205,300.42819552669374,511.3366665221915,81274489931773.05,100.0,160.0
117,20.0,10000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,13.020173287070042,4.005221713708804,421.76548280288387,717.8559111353017,81274489931773.05,150.0,160.0
118,20.0,10000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,13.020173287070042,6.007832570563205,168.06024577085003,286.0429451260713,81274489931773.05,100.0,352.0
119,20.0,10000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,13.020173287070042,4.005221713708804,223.21355816911822,379.91532904112137,81274489931773.05,150.0,352.0
120,20.0,10000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,8.671688228087424,7.361636606782309,344.491562015752,586.3336717026148,54130388439996.41,100.0,160.0
121,20.0,10000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,8.671688228087424,4.9077577378548725,493.1709743144082,839.3899300607567,54130388439996.41,150.0,160.0
122,20.0,10000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,8.671688228087424,7.361636606782309,182.29583950812705,310.2722989482782,54130388439996.41,100.0,352.0
123,20.0,10000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,8.671688228087424,4.9077577378548725,249.87739055297075,425.29787092925176,54130388439996.41,150.0,352.0
124,20.0,10000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,4.335844114043712,7.361636606782309,320.92519330653215,546.2230942094492,27065194219998.203,100.0,160.0
125,20.0,10000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,4.335844114043712,4.9077577378548725,469.6046056051884,799.2793525675912,27065194219998.203,150.0,160.0
126,20.0,10000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,4.335844114043712,7.361636606782309,158.72947079890722,270.1617214551126,27065194219998.203,100.0,352.0
127,20.0,10000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,4.335844114043712,4.9077577378548725,226.31102184375092,385.1872934360862,27065194219998.203,150.0,352.0
128,20.0,100000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,260.40346574140085,6.007832570563205,1397.7469940386516,2379.002035145643,1625489798635461.0,100.0,160.0
129,20.0,100000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,260.40346574140085,4.005221713708804,1519.0842813148415,2585.521279758753,1625489798635461.0,150.0,160.0
130,20.0,100000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,260.40346574140085,6.007832570563205,1265.3790442828076,2153.7083137495224,1625489798635461.0,100.0,352.0
131,20.0,100000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,260.40346574140085,4.005221713708804,1320.5323566810757,2247.580697664572,1625489798635461.0,150.0,352.0
132,20.0,100000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,130.20173287070043,6.007832570563205,820.2107842955157,1396.0202621859314,812744899317730.5,100.0,160.0
133,20.0,100000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,130.20173287070043,4.005221713708804,941.5480715717057,1602.5395067990414,812744899317730.5,150.0,160.0
134,20.0,100000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,130.20173287070043,6.007832570563205,687.842834539672,1170.7265407898112,812744899317730.5,100.0,352.0
135,20.0,100000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,130.20173287070043,4.005221713708804,742.9961469379402,1264.5989247048612,812744899317730.5,150.0,352.0
136,20.0,100000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,86.71688228087426,7.361636606782309,768.6861987817083,1308.324066579594,541303884399964.1,100.0,160.0
137,20.0,100000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,86.71688228087426,4.9077577378548725,917.3656110803646,1561.380324937736,541303884399964.1,150.0,160.0
138,20.0,100000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,86.71688228087426,7.361636606782309,606.4904762740834,1032.2626938252577,541303884399964.1,100.0,352.0
139,20.0,100000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,86.71688228087426,4.9077577378548725,674.0720273189271,1147.288265806231,541303884399964.1,150.0,352.0
140,20.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,43.35844114043713,7.361636606782309,533.0225116895103,907.2182916479389,270651942199982.06,100.0,160.0
141,20.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,43.35844114043713,4.9077577378548725,681.7019239881666,1160.274550006081,270651942199982.06,150.0,160.0
142,20.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,43.35844114043713,7.361636606782309,370.82678918188543,631.1569188936023,270651942199982.06,100.0,352.0
143,20.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,43.35844114043713,4.9077577378548725,438.40834022672914,746.1824908745759,270651942199982.06,150.0,352.0
